Identifier,HK1cnt,HK2cnt,HK3cnt,INF2cnt,INF3cnt,INF4cnt,M01cnt,M02cnt,M03cnt
group,HK,HK,HK,INFEC,INFEC,INFEC,UN,UN,UN
ENSMUSG00000006095,2532,2074,3532,2504,2213,2875,2282,2813,2243
ENSMUSG00000006127,2273,2379,3309,2073,2381,1994,4013,4027,3667
ENSMUSG00000006134,938,945,1305,780,927,700,980,1007,959
ENSMUSG00000006154,33,16,32,28,15,20,21,38,35
ENSMUSG00000006169,2696,2605,3603,2059,2503,1906,2825,3271,2562
ENSMUSG00000006179,18,11,26,15,17,21,28,26,20
ENSMUSG00000006191,322,398,492,287,374,251,444,578,535
ENSMUSG00000006205,19,38,43,21,33,18,25,16,15
ENSMUSG00000006215,960,853,1267,926,849,837,653,800,614
ENSMUSG00000006216,0,2,2,0,2,4,7,1,2
ENSMUSG00000006219,1249,1137,1978,1361,1274,1187,1308,1679,1302
ENSMUSG00000006221,7,5,9,5,1,11,0,2,5
ENSMUSG00000006235,25,14,19,25,14,34,42,55,32
ENSMUSG00000006241,4,5,11,5,2,4,4,8,10
ENSMUSG00000006262,848,790,807,643,782,513,730,741,696
ENSMUSG00000006269,1,2,1,0,1,1,0,4,0
ENSMUSG00000006273,13971,14840,21463,11068,11739,9788,16094,17151,13732
ENSMUSG00000006276,509,554,823,378,441,399,587,593,553
ENSMUSG00000006281,1042,961,1155,876,932,951,1398,1663,1439
ENSMUSG00000006288,561,568,745,546,498,578,862,1067,776
ENSMUSG00000006289,785,786,1173,921,916,988,1189,1223,1219
ENSMUSG00000006299,4577,4089,6339,4288,3782,4342,4538,5111,4348
ENSMUSG00000006301,4022,3740,5580,3131,2934,3020,3089,3529,2732
ENSMUSG00000006304,29170,26280,32372,24979,24211,21334,23983,26600,25147
ENSMUSG00000006307,318,295,340,279,241,318,305,302,288
ENSMUSG00000006310,17,14,36,14,9,11,13,5,7
ENSMUSG00000006313,3,3,9,5,0,4,4,13,0
ENSMUSG00000006315,1790,1493,2297,1785,1571,1915,1799,2014,1835
ENSMUSG00000006333,6712,5741,8871,7269,6234,8957,6330,7388,5908
ENSMUSG00000006335,248,225,324,266,255,266,251,348,255
ENSMUSG00000006342,9,8,5,4,1,0,0,3,0
ENSMUSG00000006344,33,42,70,30,33,25,48,69,63
ENSMUSG00000006356,18,24,21,12,20,23,24,18,9
ENSMUSG00000006360,4662,4425,6715,4633,3934,5595,4050,4282,3784
ENSMUSG00000006362,88,82,79,93,148,141,162,209,164
ENSMUSG00000006369,0,0,0,0,0,0,0,0,3
ENSMUSG00000006373,3539,3082,3390,2625,2912,1609,2874,2741,3217
ENSMUSG00000006378,99,87,138,78,113,111,101,148,117
ENSMUSG00000006389,0,0,0,2,0,0,0,0,1
ENSMUSG00000006390,5603,6181,9166,5719,5905,5591,6890,6940,5766
ENSMUSG00000006392,1970,1724,2476,1948,1779,1839,1687,1834,1581
ENSMUSG00000006395,468,468,633,523,505,600,604,681,557
ENSMUSG00000006398,117,134,153,99,118,86,153,176,175
ENSMUSG00000006403,0,4,0,0,0,0,0,1,0
ENSMUSG00000006411,124,131,189,168,142,168,228,248,186
ENSMUSG00000006412,503,441,630,482,485,504,501,626,524
ENSMUSG00000006418,1948,2157,3186,1821,2124,1811,2630,2563,2356
ENSMUSG00000006423,793,699,983,626,763,426,841,958,879
ENSMUSG00000006435,4,4,10,8,5,7,7,5,13
ENSMUSG00000006442,531,534,785,494,394,452,488,535,445
ENSMUSG00000006445,0,0,1,0,3,0,0,0,0
ENSMUSG00000006456,543,535,877,394,432,402,587,602,513
ENSMUSG00000006457,0,0,1,4,2,4,10,0,1
ENSMUSG00000006462,61,29,54,51,59,51,41,38,16
ENSMUSG00000006463,376,354,508,269,351,309,464,482,379
ENSMUSG00000006464,10,10,23,16,16,1,29,39,34
ENSMUSG00000006471,848,807,1222,840,763,841,1073,1168,919
ENSMUSG00000006476,300,338,491,190,221,173,187,303,220
ENSMUSG00000006494,463,371,518,454,468,318,580,622,656
ENSMUSG00000006498,3283,3432,5210,2672,2625,2595,3357,4099,3254
ENSMUSG00000006517,529,525,790,555,598,648,547,678,510
ENSMUSG00000006519,24644,23250,36955,29707,24695,31070,23046,26970,22056
ENSMUSG00000006526,514,488,624,372,354,334,466,480,439
ENSMUSG00000006527,1556,1191,1672,1382,1402,1303,1619,1946,1557
ENSMUSG00000006538,0,1,0,0,4,0,6,1,2
ENSMUSG00000006542,8,1,0,0,0,0,4,1,1
ENSMUSG00000006567,3,0,0,0,0,0,0,0,0
ENSMUSG00000006574,0,0,3,1,1,1,3,2,2
ENSMUSG00000006575,33,20,32,16,7,19,19,26,31
ENSMUSG00000006576,16,24,34,18,23,29,16,14,10
ENSMUSG00000006585,1046,981,1525,1446,1364,1447,1532,1781,1355
ENSMUSG00000006587,0,0,0,0,1,0,0,0,0
ENSMUSG00000006589,2529,2306,3703,2980,2491,3415,2563,3119,2453
ENSMUSG00000006599,1055,979,1554,1013,1175,942,1378,1462,1230
ENSMUSG00000006611,2918,2699,3307,2377,2607,2265,3932,4284,3775
ENSMUSG00000006638,195,201,263,147,152,164,186,228,179
ENSMUSG00000006641,358,322,503,308,326,354,488,547,407
ENSMUSG00000006649,34,19,34,22,26,44,32,24,33
ENSMUSG00000006651,81,55,91,26,49,32,38,75,68
ENSMUSG00000006673,2458,2570,3530,1999,2203,1375,2751,3341,2570
ENSMUSG00000006675,12,15,36,25,15,20,22,18,14
ENSMUSG00000006676,1861,1927,2773,1323,1607,1461,2002,2744,1939
ENSMUSG00000006678,55,59,114,62,92,57,69,74,93
ENSMUSG00000006699,31366,32051,42502,23140,28503,20673,30298,35979,30796
ENSMUSG00000006705,784,669,1008,541,568,490,729,717,647
ENSMUSG00000006711,0,0,0,0,1,1,0,0,0
ENSMUSG00000006715,370,382,501,361,362,363,476,637,513
ENSMUSG00000006717,627,560,855,712,698,756,770,786,755
ENSMUSG00000006720,0,2,0,0,0,0,1,0,0
ENSMUSG00000006728,3244,3094,4841,3358,3343,3480,4106,4434,3678
ENSMUSG00000006731,1556,1610,2459,1462,1363,1435,1863,2228,1677
ENSMUSG00000006732,180,125,184,115,105,188,103,116,111
ENSMUSG00000006736,2200,2285,3076,2042,1981,1782,2640,2617,2290
ENSMUSG00000006740,4583,3861,5052,4311,4259,4004,3752,4249,3968
ENSMUSG00000006763,189,128,253,127,161,178,187,198,191
ENSMUSG00000006782,1093,1139,1575,1038,1057,910,1429,1684,1348
ENSMUSG00000006784,7,2,1,3,2,1,4,1,1
ENSMUSG00000006800,2540,2264,3427,2088,2284,1985,3122,4089,2937
ENSMUSG00000006818,12304,12281,18571,10574,9670,9063,6195,6265,5093
ENSMUSG00000006850,90,59,120,57,53,60,73,114,65
ENSMUSG00000006906,913,748,1067,802,760,675,1018,1136,1049
ENSMUSG00000006920,1169,1138,1370,898,994,698,1615,1642,1466
ENSMUSG00000006930,14,18,25,5,13,4,16,13,12
ENSMUSG00000006931,7,0,4,1,3,4,3,3,6
ENSMUSG00000006932,13725,12065,16457,13582,13777,9777,12111,13488,11766
ENSMUSG00000006941,1207,1013,1488,1270,1185,1204,1319,1340,1215
ENSMUSG00000006998,6588,6400,9422,5458,5444,4819,6812,7571,6090
ENSMUSG00000007021,1,0,5,5,9,0,2,3,3
ENSMUSG00000007029,745,665,993,585,546,673,724,930,771
ENSMUSG00000007030,3,3,10,9,4,12,11,3,2
ENSMUSG00000007033,28,18,29,22,13,7,27,13,9
ENSMUSG00000007034,0,1,0,0,0,0,0,2,0
ENSMUSG00000007035,25,28,39,33,44,30,39,33,29
ENSMUSG00000007036,1204,1380,1832,1144,1214,1047,1292,1777,1283
ENSMUSG00000007038,1646,1502,2529,2046,1879,1863,2348,2532,2037
ENSMUSG00000007039,204,170,248,182,177,249,223,257,208
ENSMUSG00000007041,11583,10570,15273,9648,8967,11434,10139,11682,9649
ENSMUSG00000007050,378,420,517,387,333,373,370,373,402
ENSMUSG00000007080,67,25,31,22,24,43,30,77,48
ENSMUSG00000007097,0,0,1,0,0,0,0,1,0
ENSMUSG00000007107,0,0,0,1,0,0,0,0,0
ENSMUSG00000007122,0,0,0,3,2,0,0,0,4
ENSMUSG00000007207,10,8,8,16,7,8,9,3,4
ENSMUSG00000007216,162,156,237,160,129,160,194,241,161
ENSMUSG00000007279,3,0,1,0,0,0,0,0,0
ENSMUSG00000007338,418,407,609,427,407,486,552,645,488
ENSMUSG00000007379,198,112,98,86,118,72,159,151,125
ENSMUSG00000007411,1164,1269,1691,1158,1132,982,1369,1453,1288
ENSMUSG00000007415,710,563,739,638,571,647,672,774,618
ENSMUSG00000007458,15052,15752,21021,11596,12209,10177,13275,13917,11734
ENSMUSG00000007476,290,187,258,294,221,317,187,218,185
ENSMUSG00000007480,0,0,1,0,0,1,0,0,0
ENSMUSG00000007564,7757,7673,11494,7248,7230,6972,7845,8923,7459
ENSMUSG00000007570,549,419,801,502,546,634,671,838,656
ENSMUSG00000007589,293,297,380,260,286,263,350,475,399
ENSMUSG00000007591,5,1,1,1,4,5,6,4,2
ENSMUSG00000007594,0,3,4,0,0,2,1,3,2
ENSMUSG00000007603,515,514,806,412,463,534,608,848,579
ENSMUSG00000007610,91,82,105,59,76,51,71,88,80
ENSMUSG00000007613,13697,10474,11645,9122,10588,6267,11396,11888,11697
ENSMUSG00000007617,160,132,158,111,109,91,117,137,131
ENSMUSG00000007646,0,3,1,4,4,7,1,0,7
ENSMUSG00000007655,593,597,891,261,370,195,322,313,255
ENSMUSG00000007656,2156,1870,2515,2001,1848,1813,1893,2021,1908
ENSMUSG00000007659,1822,1632,2510,1813,1734,1767,1888,2349,1703
ENSMUSG00000007670,1178,1148,1496,792,908,621,1207,1370,1206
ENSMUSG00000007682,1,0,14,12,4,7,0,0,0
ENSMUSG00000007721,1364,1133,1826,1388,1268,1681,1162,1418,1053
ENSMUSG00000007739,3784,3304,3880,3167,3369,2752,3316,3434,3481
ENSMUSG00000007777,596,522,654,539,551,562,745,753,691
ENSMUSG00000007783,7,5,7,0,3,21,6,10,9
ENSMUSG00000007805,0,1,0,0,0,0,0,0,0
ENSMUSG00000007812,1932,1847,2231,1951,2141,1196,2451,2335,2239
ENSMUSG00000007815,11104,10928,16365,9406,10086,8788,11382,12572,11008
ENSMUSG00000007817,5769,5011,6958,5989,5718,5703,6063,7060,5852
ENSMUSG00000007827,178,107,190,144,128,167,184,253,220
ENSMUSG00000007833,879,884,1302,839,833,948,962,1092,1027
ENSMUSG00000007836,735,481,694,717,589,860,458,720,572
ENSMUSG00000007837,394,428,693,429,401,478,469,590,439
ENSMUSG00000007850,1945,1441,1991,1522,1744,1202,1516,1782,1628
ENSMUSG00000007867,123,89,143,126,148,138,118,165,124
ENSMUSG00000007872,2472,2372,3733,2263,2567,2858,4371,4746,4010
ENSMUSG00000007877,1,0,1,0,0,0,2,1,0
ENSMUSG00000007880,1444,1030,1443,1197,1163,1266,1245,1656,1286
ENSMUSG00000007888,2,0,0,0,0,0,0,0,0
ENSMUSG00000007891,142578,134144,200063,152238,145530,158808,165714,203266,169976
ENSMUSG00000007892,3567,3125,4877,4112,3589,4949,3205,3713,3190
ENSMUSG00000007944,3,1,2,0,5,2,2,1,0
ENSMUSG00000007946,32,19,42,25,23,37,25,34,18
ENSMUSG00000007950,252,249,363,247,259,264,285,412,339
