"Peak id","Mass","RT","UN_1.mzXML","UN4.mzXML","INFEC_1.mzXML","INFEC_2.mzXML","INFEC_3.mzXML","INFEC_4.mzXML","HK1.mzXML","HK2.mzXML","HK3.mzXML","HK4.mzXML","SOR_UN1.mzXML","SOR_UN2.mzXML","SOR_UN3.mzXML","SOR_UN4.mzXML","SOR_INF1.mzXML","SOR_INF2.mzXML","SOR_INF3.mzXML","SOR_HK1.mzXML","SOR_HK2.mzXML","SOR_HK3.mzXML","SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"879","148.0604","956.95","136775.59","181097.33","137689.98","137301.09","181419.5","138100.22","170510.7","148949.8","173497.78","191427.83","195555.66","238734.92","213708.88","230035.41","221785.31","198120.23","178208.5","238997.98","206133.06","237997.55","184922.63","positive","No Fragments","2-Oxo-4-hydroxy-5-aminovalerate,3-(Carboxymethylamino)propanoic acid,3-Aminopentanedioate,D-2,3-Dihydroxypropanoic acid,D-Glutamate,D-Glutamic acid,D-Glycerate,DL-Glutamate,Glyceric acid,L-4-Hydroxyglutamate semialdehyde,L-Glutamate,L-Glutamic acid,L-Glyceric acid,L-threo-3-Methylaspartate,N-(Carboxymethyl)-D-alanine,N-Acetylserine,N-Methyl-D-aspartic acid,N-lactoyl-Glycine,O-Acetyl-L-serine,O-Acetylserine","C00025,C00217,C00258,C00302,C00979,C03618,C03790,C05574,C05938,C05941,C12269,HMDB00139,HMDB00148,HMDB02393,HMDB02931,HMDB03011,HMDB03339,HMDB06372,HMDB06556,HMDB31818,HMDB33550,HMDB60475,HMDB62183"
"880","176.9615","962.26","41705.98","35446.31","34953.3","59853.88","35421.34","45261.57","56824.3","37167.17","34738.65","39821.34","111420.4","134311.5","150095.83","126754.59","128648.11","132647.45","134582.52","133609.09","152698.34","158134.84","101568.84","positive","No Fragments","",""
"881","234.1335","249.9","1444364.13","1669546.88","1577686","1741392.13","2004941","1522590.13","1634875.75","1621874.38","1824839.25","1564242","1203351.13","2022472.25","879077.75","1150420.25","1279216.88","1152676.25","1082802.75","1106856.88","1167173","1036779.94","1435372.88","positive","No Fragments","D-Mycinose,Hydroxypropionylcarnitine","C11913,HMDB13125"
"882","238.1648","245.29","425361.91","570032.44","452368.06","291462.28","574866.88","223925.95","399417.75","396515.41","652969.75","319751.31","NA","109968.47","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","(2S,4R,5S)-Muscarine,Butyrylcholine,Muscarine","C07473,HMDB13223,HMDB29936"
"883","234.9178","440.02","1495521.25","1454165.13","1632716.38","1831344.63","1668268.88","1609621.38","1897399.75","1839853.88","1748503.5","2010495.38","1530854.88","1482738","1584934.63","1590163.5","1505881.38","1550595","1516139","1518875","1536856","1699774.25","1096104.75","positive","No Fragments","",""
"884","239.1277","242.09","1257472.88","1385044.5","1442307.88","913854.13","1656984","1120206.63","1308912.5","1742525.38","1807423.38","1297546.38","683982.81","1105467.75","842428.19","597245.44","734321.56","834709.88","602102.38","679850.69","1250568.63","692587.75","1993827.75","positive","No Fragments","1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene,2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione,2-Hexenoylcholine,3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate","C20199,HMDB13162,HMDB33191,HMDB34046"
"885","239.1274","254.42","561839.13","687951.38","692535","435621.66","535357.75","461386.59","566104.81","720212.06","726659.31","538788.44","501582.53","715195.06","533229.31","484727.59","496744.56","614758.13","406256.94","584571.56","577624.88","564892.81","1993827.75","positive","No Fragments","1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene,2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione,3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate,Debrisoquin,Debrisoquine","C13650,C20199,HMDB06543,HMDB33191,HMDB34046"
"886","160.9014","1928.67","1517455.88","1708905.25","1992560.38","1553740.5","1612422.38","1875295","1687895","1878863.5","1614178.88","1757579.75","947825.81","1688727.25","1900740.75","1580511.38","1451044","1603765.13","1797068.38","1932555.63","1550172.75","1583465","1686229.63","positive","Annotate in FrAnK","",""
"887","178.8734","1928.45","174578.22","150990.23","288362.88","120359.05","167453.34","224179.61","152130.02","257622.45","190060.27","226258.41","72762.55","177175.92","194321.56","150994.44","137302.91","159448.08","205460.72","169869.58","153311.63","154196.52","168697","positive","No Fragments","",""
"888","168.9224","1929.54","27208.85","28556.54","43038.13","36083.91","25937.34","43838.37","26024.41","48711.11","32377.94","35020.64","16080.04","27399.92","30293.43","27320.32","23241.94","20811.69","36360.32","45480.99","21438.38","27916.78","26627.76","positive","No Fragments","2,2-Dichloro-1,1-ethanediol,2,2-dichloro-1,1-ethanediol","C14860,HMDB62193"
"889","81.0447","155.5","1862415.25","1659015.38","1856051.75","1753856.38","1754265.38","1799211.63","1667474.63","1991030","1669771.13","1786892.88","505279.94","515365","477300.78","500304.06","532651.06","521988.34","533488.44","499428.22","491482.38","480559.59","494483.94","positive","No Fragments","Pyrazine,Pyrimidine","C00396,HMDB03361,HMDB34176"
"890","98.9841","950.45","381401.81","312837.72","479578.5","230005.63","232082.92","449130.78","236607.39","536029.5","321735","380636.19","628674.94","1251048.5","1396785.5","1581407.13","1478325.38","1211608.5","1963968.5","1732363.5","1656933.88","1634130.13","464441.31","positive","No Fragments","Acetate,Acetic acid,Glycolaldehyde,Orthophosphate,Phosphoric acid","C00009,C00033,C00266,HMDB00042,HMDB02142,HMDB03344,LMFA01010002,Std3_1_20170612_140021_18"
"891","416.8601","950.37","318256.13","320202.44","460716.97","244490.53","275369.44","370295.91","295768.59","451731.09","335649.38","386489.97","232168.03","449055.28","438009.09","466804.22","401336.84","449836.13","479430.5","546025.75","473628.69","431665.53","278877.38","positive","No Fragments","",""
"892","157.0608","647.55","31784.4","26442.92","1622342.63","1734672.88","1959121.25","1733056.88","54853.21","27177.39","56495.53","45803.35","23758.18","63604.32","22932.55","40751.37","1864699.13","1840848","1337135.75","260509.77","258770.69","266667.56","1565067.5","positive","No Fragments","(S)-3-(Imidazol-5-yl)lactate,4-Imidazolone-5-propanoate,4-Imidazolone-5-propionic acid,5-Hydroxymethyl-4-methyluracil,Imidazole lactate,Imidazolelactic acid,Maleamate,N-Nitrosoguvacine","C01596,C03680,C03817,C05568,C19481,HMDB00544,HMDB01014,HMDB02320"
"893","83.0604","1107.05","1747186.88","1906279.25","1615671","1958688.38","1834924.88","1777101.13","1679084.75","1820665.63","1721893.25","1933701.13","498478.16","479037.22","548936.63","568398.19","499247.25","510114.13","498286.19","524348.19","521155.31","523502.63","507910.22","positive","Annotate in FrAnK","2-Methylimidazole,4-Methylimidazole,Acetonitrile,Fomepizole","C07837,C19261,C19262,HMDB15344,HMDB61869"
"894","105.0424","883.62","1861321.88","1640821.88","1534979.63","1683133.25","1785526.38","1336728.88","1950395.13","1636151.25","1794566.13","1934684","377343.47","502168.31","398134","439632.88","390963.81","363407.53","388935.69","422916.63","362895.25","344161.63","408209.88","positive","No Fragments","2-Methylimidazole,4-Methylimidazole,Acetonitrile,Fomepizole","C07837,C19261,C19262,HMDB15344,HMDB61869"
"895","211.0124","886.32","261923.16","399310.63","336342.63","378911.84","339327.81","393595.22","357894.97","426623.03","415257.44","397140.69","161882.91","157110.7","308411.41","191743.56","206675.89","265942.41","234047.56","212411.56","184317.42","194596.77","142687.34","positive","No Fragments","",""
"896","189.0304","886.65","239871.8","331501.19","293783.97","306708.28","306486.13","300986.69","276359.44","329092.53","390892.53","366274.88","196859.2","160640.39","199389.83","228785.98","148259.47","166684.47","162707.28","181612.84","194719.42","180780.75","159544.94","positive","No Fragments","Taurine","C00245,HMDB00251"
"897","181.026","357.51","404269.81","174642.16","317482.47","176549.06","154025.56","139398.42","134972.56","186664.8","216783.52","162752.92","222633.33","204165.92","97791.27","97018.54","146875.11","84726.27","73641.93","122117.97","42433.7","39801.3","1941264.75","positive","No Fragments","1,2-Naphthoquinone,1,4-Naphthoquinone,3-acetyl-3-methyldihydrofuran-2(3H)-one,4-Oxocyclohexanecarboxylate,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,7-hydroxy-5-heptynoic acid,Erinapyrone A,Erinapyrone B,Homofureanol,Mesifurane","C02617,C03767,C14783,HMDB33551,HMDB33736,HMDB34230,HMDB41426,HMDB41427,LMFA01050262,LMFA07040006"
"898","326.378","325.36","261312.13","85664.47","172669.58","79189.84","113774.76","122502.69","77467.27","281264.97","89690.84","88638.63","595088.63","326924.28","421507.28","258889.34","454185.94","774819.81","279088.63","1930074.5","588353.13","188617.17","365665.16","positive","No Fragments","",""
"899","169.9858","886.27","1323706","1678257.75","1613683.38","1518061.5","1667799.63","1711663.13","1723922","1782373.88","1923583.25","1698152.5","1266034.25","1362868.13","1510613.38","1339892.75","1546506.88","1499266.75","1352178.63","1363466.63","1673391.63","1304784.75","981332.38","positive","Annotate in FrAnK","",""
"900","339.0207","880.34","188475.77","226566.81","224092.78","215598.78","318094.91","237922.14","230875.22","201515.2","250040.44","213629.53","158804.34","218785.56","203048.78","182990.67","198685.27","218572.89","184625.78","168313.13","285645.88","155244.19","126228.3","positive","No Fragments","Chlorthalidone","HMDB14455"
"901","725.5567","235.86","808142.25","1158627.88","1182273.5","1161902.38","1321455.75","1276551.13","1142019","1480229.63","1292072","1244309.63","604035.81","1160910.38","1345588.63","1021186.56","604941","791849.5","1911329.25","1571334.25","756388.38","894208","728903.25","positive","No Fragments","PE-Cer(d14:1(4E)/23:0),PE-Cer(d15:1(4E)/22:0),PE-Cer(d16:1(4E)/21:0),Palmitoyl sphingomyelin,SM(d16:1/18:0),SM(d17:1/17:0),SM(d18:0/16:1(9Z)),SM(d18:1/16:0)","HMDB13464,HMDB61712,LMSP03010003,LMSP03010042,LMSP03010043,LMSP03020010,LMSP03020017,LMSP03020023"
"902","81.0447","242.34","1762816.25","1804839.38","1683147.38","1625683.5","1879330.25","1741635","1802035","1909570.75","1677471","1838314.38","650495.88","626164.38","531561.94","547819.38","491087.31","491160.84","563893.69","512794.59","555531.94","612396.38","513918.22","positive","No Fragments","Pyrazine,Pyrimidine","C00396,HMDB03361,HMDB34176"
"903","372.2431","233.1","283902.59","293677.81","272013.16","324139.16","283492.56","319585.69","309210.72","284757.97","319584.66","319607.59","93483.23","75768.13","82068.05","85790.02","52842.52","66219.76","101345.16","57678.48","50292.82","82287.27","31923.01","positive","No Fragments","",""
"904","249.206","234.28","411286.75","1902175.88","515868.13","262567.81","1300974.25","265305.13","412416.09","759278.38","1157424.13","874208.13","NA","136227.31","NA","NA","167732.09","NA","NA","NA","1073222.38","140837.69","NA","positive","No Fragments","alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene)","HMDB32181"
"905","239.1277","232.43","1257472.88","1385044.5","1442307.88","913854.13","1656984","1120206.63","1308912.5","1742525.38","1807423.38","1297546.38","1880459.88","1550624.5","1439533.75","1590594.38","1427552.63","1312463.13","1482594.25","1556783.25","1407840","1489959.88","1355898.88","positive","No Fragments","1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene,2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione,2-Hexenoylcholine,3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate","C20199,HMDB13162,HMDB33191,HMDB34046"
"906","175.1078","812.77","1021120.19","692302.44","596203.13","356410.06","1242254.75","366589.56","791433.63","654525.38","708452.19","632578.56","414380.47","1874190.5","568439.63","732508","419168.88","270552.94","564294.69","815186.94","319280.72","564010.44","1593991.88","positive","Annotate in FrAnK","1,4-Dideoxy-1,4-imino-D-ribitol,Glycyl-Valine,L-2-Amino-5-hydroxypentanoic acid,L-Theanine,N(5)-ethyl-L-glutamine,N-Acetylornithine,N-Hydroxy-L-valine,N-Lactoyl ethanolamine,N5-Ethyl-L-glutamine,Valyl-Glycine","C00437,C01047,C20313,HMDB03357,HMDB28854,HMDB29127,HMDB31658,HMDB32356,HMDB34365,HMDB39499,HMDB62764"
"907","235.0804","812.26","362315.97","344286.69","265775.75","227004.41","451678.16","217054.38","354228.13","289024.41","354838.53","300672.31","232579.91","496972.75","221406.23","290618.97","235691.58","195548.36","261823.03","357208.13","221991.33","287413.16","619253.44","positive","No Fragments","Glycyl-Histidine,Histidinyl-Glycine,Metronidazole","C07203,HMDB15052,HMDB28843,HMDB28885"
"908","250.0508","895.86","1512279.63","1735383.38","1615342.88","1710776.75","1861802","1476652.13","1717289.25","1798095.13","1803286.13","1442436.75","1801022","1687451.13","1644407.13","1824574.5","1740121","1755203.5","1643958.38","1743497.88","1714786.63","1698879.25","1591845.13","positive","Annotate in FrAnK","",""
"909","445.1645","904.36","386071.38","259581.02","249404.98","193486.39","451487.59","227980.66","354602.44","336030.97","399401.56","254515.83","235161.58","290887.34","268021.31","281165.25","303973.44","252505","320739.34","291874.41","274927.88","259712.52","270076.13","positive","No Fragments","Argentine,Fluticasone","C07815,C10753"
"910","445.1645","895.88","227383.05","222963","184841.17","193486.39","250378.55","183938.77","222061","266136.38","267441.13","165115.94","235161.58","234898.16","268021.31","281165.25","303973.44","231108.13","277867.91","228132.41","242873.17","252575.7","164731.03","positive","No Fragments","Argentine,Fluticasone","C07815,C10753"
"911","252.0483","892.95","155619.91","129176.96","166089.72","147378.08","179900.11","150197.28","166649.13","138397.7","159168.69","164996.92","158148.59","174359.05","159694.7","193946.42","171393.42","188327.05","164830.06","204536.88","158037.55","146234.09","229079.17","positive","No Fragments","(E)-2-(Methoxycarbonylmethyl)butenedioate,(E)-3-(Methoxycarbonyl)pent-2-enedioate,(Z)-But-1-ene-1,2,4-tricarboxylate,(Z)-But-2-ene-1,2,3-tricarboxylate,2-Methyl-3-(propyldithio)furan,4,5-seco-Dopa,4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,5-(L-alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,Furfuryl propyl disulfide,cis-2-Methylaconitate,trans-Homoaconitate","C04002,C04225,C04796,C04797,C11514,C11515,C16579,C17758,HMDB06357,HMDB32289,HMDB37157,HMDB60320,LMFA01170073"
"912","142.9481","952.91","1814316.5","1756774.88","1652100.63","1752059.75","1833106.38","1737699.5","1670753","1677456.38","1641666.25","1826680.25","1066037.25","1109696","1217573.75","1101537.25","1210858","1194677","1188603.25","1157520.88","1247898.13","1087060","1141645.88","positive","No Fragments","Dibasic sodium phosphate","C13558"
"913","262.9067","955.56","939310.69","1030837.56","950555.94","897422.81","969368.5","986668.44","999191.94","959172.25","941333.56","974617.81","495805.19","557906.56","619509.06","557166.13","623340.88","717732.88","683540.63","620624.88","657158.5","478991.59","523646.66","positive","No Fragments","",""
"914","382.8653","956.74","271866.09","275528.97","277689.44","263430.75","330889.84","275508.22","254035.22","260181.67","280411.41","261711.84","145158.34","190401.45","203711.66","170296.06","192901.44","220291.73","192535.05","173916.89","210419.16","146395.38","167600.27","positive","No Fragments","",""
"915","382.8654","961.82","271866.09","275528.97","277689.44","263430.75","330889.84","275508.22","254035.22","265211.94","280411.41","261711.84","145158.34","154942.94","203711.66","170296.06","192901.44","220291.73","192535.05","173916.89","210419.16","146395.38","167600.27","positive","No Fragments","",""
"916","297.9163","967.55","178987.16","191714.83","171393.95","206981.27","122765.84","224216.23","167440.28","171889.19","152154.5","195442.97","133683.3","57022.22","92937.2","77943.45","66287.95","78956.18","67509.23","65638.38","73025.51","131739.09","65101.2","positive","No Fragments","",""
"917","260.0106","963.08","137804.88","148485.47","154366.33","129738.17","115504.75","162245.11","152574.67","130981.22","110707.87","147286.58","112378.32","77295.12","74759.57","76823.55","62319.18","73830.14","69962.33","72394.24","66619.95","139488.36","66408.43","positive","No Fragments","",""
"918","260.0106","963.08","137804.88","148485.47","154366.33","129738.17","115504.75","162245.11","152574.67","130981.22","110707.87","147286.58","112378.32","77295.12","74759.57","76823.55","62319.18","73830.14","69962.33","72394.24","66619.95","139488.36","66408.43","positive","No Fragments","",""
"919","480.8426","972.87","100839.14","92622.41","106931.7","74564.91","80191.39","107766.39","96656.93","102574.25","94566.17","89030.24","31762.35","43213.5","45529.92","50144.27","70058.54","55360.94","43716.44","51482.43","45410.39","41904.98","51110.96","positive","No Fragments","",""
"920","326.3417","223.41","415290.84","779470.19","390272.91","1098279.13","935920.31","446187.09","872680.06","337621.53","590670.5","514765.66","1785485.25","577248.19","337237.22","532089.63","634769.5","665783.13","356618.81","351349.06","492938.25","405853.72","385681.16","positive","No Fragments","",""
"921","194.0846","2198.59","995866.56","1120953.5","942629.88","1173039.5","1183375.5","1118432.13","1087074.38","1061907.5","977367.19","1139617.63","1334840.5","1304982.88","1354762.13","1186611","1772491.13","1375466.75","1305268.13","1166911.5","1485500","1394562.63","1379009.38","positive","Annotate in FrAnK","",""
"922","250.0508","877.59","1510662.75","1735383.38","1517570","1710776.75","1651784.5","1416065.88","1692088","1488496","1612704","1442199.38","1746227.38","1621092.13","1644407.13","1615163.75","1639706.13","1755203.5","1538130.63","1532957.25","1634406.38","1698879.25","1543352.38","positive","Annotate in FrAnK","",""
"923","217.1071","262.55","777011.81","1005443","991004.63","819569.25","1197839.13","762194.94","943359","977976.13","912434.13","737646.5","1039054.88","1752494.38","685280.63","1057986.63","955795.5","1056500","957604.13","808793.06","1186515","1047231.38","NA","positive","No Fragments","",""
"924","159.0765","962.83","338737.38","409376.81","193911.78","292308","470613.03","210935.88","665010.5","216520.45","336403.34","230018.77","650470.38","1244545","472172.66","665911.44","469651.94","1742871.25","401188.94","607309.63","320439.97","583700.88","831073.44","positive","Annotate in FrAnK","(Z)-2-Methylperoxyaminoacrylate,1-(Hydroxymethyl)-5,5-dimethyl-2,4-imidazolidinedione,2-Amino-3-oxobutanoate,2S-amino-3-oxo-butanoic acid,4-Methylene-L-glutamine,5-Hydroxyectoine,Acetylglycine,L-2-Amino-3-oxobutanoic acid,L-Aspartate 4-semialdehyde,L-Aspartate-semialdehyde","C00441,C01109,C03214,C03508,C16432,C20250,HMDB00532,HMDB06454,HMDB12249,HMDB31670,LMFA01060172"
"925","222.17","232.99","905343.38","743810.88","744535.5","857849.06","940246.13","846509.94","798955.56","717393.81","958015.88","894810.81","874288.25","852985.13","844873.69","850738.13","956068.69","908022.13","700207.31","859308.63","1740398.88","859376.69","990693","positive","No Fragments","",""
"926","297.1638","288.75","412094.28","706970","519402.25","636348.06","426633.03","436137.41","771710","697874.31","701390.44","699843.69","1082154.88","1178484.5","967778.25","1342502.63","795293.94","754512.13","786597.63","975989.13","1250482.38","1721889.38","1300016.13","positive","No Fragments","",""
"927","787.667","227.65","292664.97","1006178.81","425160.03","1446427.88","1348057.13","806124.69","1710183.5","647907.88","1282346.88","789456.69","970401.44","1269383.5","845254.31","658891.88","1028955.06","1269313","920359.31","541180.44","633619","NA","464262.84","positive","No Fragments","SM(d16:1/24:0),SM(d18:0/22:1(13Z)),SM(d18:1/22:0)","HMDB12092,HMDB12103,LMSP03010006,LMSP03010073"
"928","168.946","1836.34","1567037.13","1702219.5","1573074.13","1668048.38","1673592","1514712","1583306.25","1696321.13","1695254.13","1555134.38","867019.38","1051526.25","1102286","949348.88","1022914","1087623.63","1021035.5","1017803.5","967401","943984.38","1019358.56","positive","Annotate in FrAnK","",""
"929","318.9","1836.35","397481.47","417932.75","354519.03","382478","431424.59","393651.97","377711.66","401200.84","415990.53","391213.34","213306.91","330572.22","317182.53","261139.78","286390.66","300524.53","308685.56","306135.5","324030.59","257579.09","290284.19","positive","No Fragments","",""
"930","185.1173","264.85","860452.13","974951.69","1182122.5","1002299.31","1054597.38","1031246.13","958446.63","1302258.88","1229292","1387679","1151002.13","1455400.75","1016604.19","1063331","968585.63","1409514.38","890426.19","986733.25","1452032.38","1090439","1693227.63","positive","No Fragments","(1'R)-Nepetalic acid,(3R)-3-Isopropenyl-6-oxoheptanoate,(3R)-3-isopropenyl-6-oxoheptanoic acid,(3S)-3-Isopropenyl-6-oxoheptanoate,(3S)-3-isopropenyl-6-oxoheptanoic acid,(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone,(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone,(4S,8R)-8,9-Dihydroxy-p-menth-1(6)-en-2-one,(E)-10-Oxo-8-decenoic acid,(S)-Oleuropeic acid,1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one,1-Acetylcyclohexyl acetate,4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one,5-exo-Hydroxy-1,2-campholide,5-oxo-7E-decenoic acid,9-oxo-2E-decenoic acid,9-oxo-2Z-decenoic acid,[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate","C03843,C04718,C06066,C11405,C11419,C19079,C19084,C20324,HMDB36117,HMDB36998,HMDB39052,HMDB39710,HMDB40883,LMFA01060082,LMFA01060083,LMFA01060084,LMFA01060179,LMFA01060180"
"931","358.9183","1873.83","1142939.88","1051129.63","1687875.13","673332.81","936184.06","1281337.88","800026.63","1641809.38","997734.19","1224742","490107.53","1062350.75","1319965.75","1139198.13","1074620.38","1076093.25","1370869","1398144.88","1097605.88","1149865.63","1264864.5","positive","Annotate in FrAnK","Folpet","C18860,HMDB31792"
"932","442.9006","1873.43","470847.5","508638.56","658336.94","309327.34","401301.25","590298.88","340594.44","824111.06","543444.19","544480.25","147871.19","442047.22","605127.75","490717.22","398869.31","422194","596983.31","574916.06","459329.41","484286.78","478766.5","positive","No Fragments","1-Amino-2,4-dibromoanthraquinone","C19211"
"933","243.1828","272.19","741445.44","1682155.63","924967.13","1100699.63","399088.84","342940.03","1332517.25","1685519.25","1362979.63","1371209.13","642462.31","386525","645954","471074.03","308839.25","713837.31","565132.06","386790.56","573507.63","878498.06","757926.25","positive","No Fragments","2-Hydroxyundecanoate,Memantine,Rimantadine","C07236,C13736,HMDB14621,HMDB15177,HMDB59736"
"934","267.1379","272.73","195707.83","328439.31","265659.25","246655.81","193627.28","174010.22","328548.94","414695.94","357065.31","343012.16","211845.89","259856.58","265961.81","278452.59","150510.33","171646.58","155980.78","241391.78","301443.69","331615.38","267972.25","positive","No Fragments","(R)-Indenestrol A,(R)-Indenestrol B,(S)-Indenestrol A,(S)-Indenestrol B,3-Phenylpropyl cinnamate,3-hydroxy-estra-1,3,5(10),6,8-pentaen-17-one,Dienestrol,Equilenin,Honokiol,Magnolol","C08090,C10630,C10651,C14303,C14545,C14546,C14547,C14548,HMDB15027,HMDB36387,LMST02010007"
"935","399.1442","989.85","149085.94","212795.03","295355.75","256353.34","349173.72","329905.5","279462.19","245310.55","408536.06","324307.22","1099066.25","1344667","1160694.38","1482461.38","1471629.5","1385412.13","1237032","1672217.75","1480359.38","1504189.63","1574006.75","positive","S-(5'-Adenosyl)-L-methionine (C15H22N6O5S) Prob = 94.0500000000","2'-Hydroxypiscerythrinetin,3'-Angeloyloxy-4',6'-dihydroxy-2',5'-dimethoxychalcone,5'-Methoxycurcumin,5,3',4'-Trihydroxy-3,7-dimethoxy-6-prenylflavone,5,4'-Dihydroxy-3,3'-dimethoxy-7-prenyloxyflavone,5,7-Dihydroxy-3,6-dimethoxy-4'-prenyloxyflavone,5,7-Dihydroxy-3,8-dimethoxy-4'-prenyloxyflavone,5,7-Dihydroxy-3-methoxy-2-[3-methoxy-4-[(3-methyl-2-butenyl)oxy]phenyl]-4H-1-benzopyran-4-one,5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxy-7-[(3-methyl-2-butenyl)oxy]-4H-1-benzopyran-4-one,6-Prenylherbacetin 3,8-dimethyl ether,Artoindonesianin Q,Artoindonesianin R,Baohuosu,Deoxypodophyllotoxin,Dulxanthone E,Gnaphaliin 7-epoxymethylbutyl ether,Hoslunddiol,Isorhynchospermin,Rhynchospermin,S-Adenosyl-L-methionine,S-adenosyl-L-methioninate,Viridiflorin","C00019,C10556,HMDB34030,HMDB38921,HMDB62709,LMPK12050292,LMPK12050295,LMPK12110140,LMPK12110871,LMPK12110910,LMPK12110911,LMPK12112650,LMPK12112651,LMPK12112718,LMPK12112743,LMPK12112746,LMPK12112760,LMPK12112853,LMPK12113079,LMPK12113144,LMPK12113146,LMPK12120356"
"936","508.0031","992.49","182937.08","190536.97","274962.53","200626.44","243683.8","346504.94","295721.5","266883.69","323854.28","295739.53","419668.59","460778.56","495753.28","433953.5","455385.63","539355.25","449725.5","495316.59","476105.03","540460.25","528738.63","positive","No Fragments","2-Hydroxy-dATP,2-hydroxy-dATP,ATP,Adenosine triphosphate,dGTP","C00002,C00286,C19969,HMDB00538,HMDB01440,HMDB59593"
"937","570.9986","991.72","15877.28","35191.41","65275.28","33187.29","47527.75","NA","40324.26","52988.1","64611.75","53704.11","77544.35","95247.77","112138.03","123088.95","110744.51","115859.73","99112.16","100049.69","85240.41","86269.37","121411.05","positive","No Fragments","",""
"938","210.17","323.26","1141228.13","1514979.38","1398010.63","779843.88","1020829.13","563150.38","860999.88","1394379.13","1671078.13","814446.94","247990.41","297025.16","241551.08","279422","245984.39","217754.95","288783.66","274615.28","224203.7","256905.47","257175.02","positive","No Fragments","",""
"939","102.055","880.92","528576.38","401985.72","479917.91","333829.84","855243.88","397339.75","518580.56","459238.72","495286.31","498122.88","557979.94","1671063.5","589281.06","717122.44","505277.06","456774.81","465207.38","855743.88","494422.28","627749.31","920541.44","positive","Annotate in FrAnK","(S)-2-Azetidinecarboxylic acid,1-Aminocyclopropane-1-carboxylate,1-Aminocyclopropanecarboxylic acid,2-Aminobut-2-enoate,3-Oxobutanamide,Acetate,Acetic acid,Diacetylmonoxime,Glycolaldehyde,Homoserine lactone,L-3-Aminodihydro-2(3H)-furanone,L-Azetidine 2-carboxylic acid,L-Homoserine lactone,N-Methylolacrylamide","C00033,C00266,C01234,C02926,C07509,C08267,C11106,C17234,C19456,C19777,HMDB00042,HMDB03344,HMDB29387,HMDB29615,HMDB36458,LMFA01010002"
"940","278.2688","238.12","803938","1142093.13","927859","939405.63","781588.63","791582.94","1369633.5","652600.94","1075855.25","884997.63","1246921.63","1450909.25","1195223.63","1663547.63","1155082.38","1436062.5","1084718.38","820852.19","1292034.38","960929.25","1587126.38","positive","No Fragments","",""
"941","250.0508","662.51","1174565.25","1133763.38","949609.38","851927.88","1337515.5","934996","1151455.88","1112207.63","1186592.38","1222657.13","809276","1430140","815572.13","1063964.63","977036.5","814858.56","702987.44","1269722.5","819148.5","819835.19","1651346.13","positive","No Fragments","",""
"942","252.0484","668.55","117070.28","111151.25","99272.73","77970.77","113737.65","81513.01","115285.55","84497.37","102047.05","108475.89","92139.82","128235.8","90241.9","92719.35","96834.19","88015.12","70452.35","108640.14","72372.64","79211.41","149414.05","positive","No Fragments","(E)-2-(Methoxycarbonylmethyl)butenedioate,(E)-3-(Methoxycarbonyl)pent-2-enedioate,(Z)-But-1-ene-1,2,4-tricarboxylate,(Z)-But-2-ene-1,2,3-tricarboxylate,2-Methyl-3-(propyldithio)furan,4,5-seco-Dopa,4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,5-(L-alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde,Furfuryl propyl disulfide,cis-2-Methylaconitate,trans-Homoaconitate","C04002,C04225,C04796,C04797,C11514,C11515,C16579,C17758,HMDB06357,HMDB32289,HMDB37157,HMDB60320,LMFA01170073"
