"Peak id","Mass","RT","UN_1.mzXML","UN4.mzXML","INFEC_1.mzXML","INFEC_2.mzXML","INFEC_3.mzXML","INFEC_4.mzXML","HK1.mzXML","HK2.mzXML","HK3.mzXML","HK4.mzXML","SOR_UN1.mzXML","SOR_UN2.mzXML","SOR_UN3.mzXML","SOR_UN4.mzXML","SOR_INF1.mzXML","SOR_INF2.mzXML","SOR_INF3.mzXML","SOR_HK1.mzXML","SOR_HK2.mzXML","SOR_HK3.mzXML","SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"3712","125.0356","434.45","312398.09","304525.63","289360","172555.05","380985.66","209131.66","255534.2","290807.88","337627.19","251242.97","251116.78","510938.44","324110","336137","349672.22","320409.41","303560.28","344056.16","204054.11","291453.19","325417.94","negative","No Fragments","1H-Imidazole-1-acetic acid,Imidazole-4-acetate,Imidazoleacetic acid,Thymine,thymine","C00178,C02835,HMDB00262,HMDB02024,HMDB29736,Std2_1_20170612_135749_10"
"3713","211.0613","433.03","311067.75","333119.16","318847.97","332164.66","387546.44","401599.22","348014.72","431915.72","507492.94","379812.22","302237.09","313313.78","297760.75","427086.88","248955.92","338257.5","327353.16","282571.16","348658.91","310183.69","290778.38","negative","No Fragments","2,3-Dihydroxy-1-(4-hydroxy-3-methoxyphenyl)-1-propanone,3,4-Dihydroxyphenyllactic acid methyl ester,3-(3,4-Dihydroxyphenyl)-2-methoxypropionic acid,3-Hydroxy-4-methoxyphenyllactic acid,Danielone,Eudesmic acid,Propyl gallate,Valtrate,Vanillactic acid,beta-(2-Methoxyphenoxy)-lactic acid,n-Propyl gallate","C10674,C11155,HMDB00913,HMDB31704,HMDB33835,HMDB33839,HMDB34493,HMDB41286,HMDB41661,HMDB41663,HMDB41665,HMDB60557"
"3714","118.9515","1025.95","414718.22","405890.66","470988.94","353315.06","373966.53","430804.13","369863.59","504663.09","371402.28","431886.59","176047.44","245913.41","246890.47","245746.97","231328.88","249433.66","245096.02","249359.05","248654.05","242389.88","202751.11","negative","No Fragments","Dibasic sodium phosphate","C13558"
"3715","164","885.73","245957.31","323295.94","345937.41","356630.03","224720.83","411896.03","319255.91","356564.56","354125.72","370292.56","431790.84","294676.66","473185.97","390647.63","446474.69","503876.69","405815.72","377814.16","489942.28","448741.72","275557.72","negative","No Fragments","",""
"3716","269.9643","885.32","92182.83","139850.13","148259.23","205465.42","91641.09","210799.47","135460.3","163683.81","170556.48","145255.13","153918.39","90981.45","153683.3","143483.3","181179.92","220683.41","148733.8","140068.44","218100.48","134674.66","74093.55","negative","No Fragments","",""
"3717","229.9717","884.83","50144.86","94726.29","90697.09","126957.27","62590.62","150268.2","78542.24","102702.99","105811.8","106719.59","105472.19","46934.22","121775.48","82141.44","151460.5","154922.33","108427.97","76553.89","146542.84","99595.67","58531.99","negative","No Fragments","",""
"3718","247.9823","885.44","38641.72","58487.82","69497.88","82016.34","24065.66","82737.69","80033.77","63178.77","58901.52","61191.19","84164.74","14697.01","74044.23","57561.3","72432.3","102066.85","61604.09","63953.71","108665.63","78961.44","25700.74","negative","No Fragments","",""
"3719","208.9851","884.32","60166.84","69743.89","61343.63","86496.32","64187.72","89087.59","58703.78","66309.71","78952.23","59510.39","84946.91","52625.07","81937.98","79599.27","86895.43","94602.95","89004.46","78652.51","104763.89","93053.76","54641.36","negative","No Fragments","",""
"3720","376.9686","886.66","18719.74","37618.33","51111.36","61998.2","41062.16","90757.58","47999.41","63943.6","42781.32","63576.05","56733.11","55109.39","70186.52","52891.22","90426.69","96782.1","72277.63","69397.96","80636.91","59429.79","NA","negative","No Fragments","",""
"3721","335.9363","885.2","29464.15","51057.67","58818.07","67166.11","22289.33","69210.12","60837.88","62463.23","53593.71","57731.68","60584.48","NA","71737.41","50864.12","72247","93199.59","84145.98","51417.91","94703.75","53349.69","18578.26","negative","No Fragments","",""
"3722","189.0406","630.65","403410.47","271716.94","243798.22","190651.83","502738.03","193267.33","315141.25","268045.97","337192.41","260787.28","87815.69","396510.69","252647.36","337861.5","223842.98","183375.63","265332.84","176362.27","190791.8","162011.94","483704.56","negative","No Fragments","2,4-Dihydroxyhept-2-enedioate,2,4-dihydroxy-2-heptenedioc acid,2-Hydroxy-2-(2-oxopropyl)butanedioic acid,3-Dehydroquinate,4-Hydroxy-2-oxo-heptanedioate,4-Hydroxy-4-methyl-2-oxoadipate,4-hydroxy-2-oxo-Heptanedioic acid","C00944,C04049,C05601,C06201,HMDB12710,HMDB59927,LMFA01170052,LMFA01170062"
"3723","285.7997","2724.71","410168.47","250204.34","256536.5","314572.75","285961.53","384239.53","298374","239631.61","255278.28","278932.13","451740.69","434781.34","491397.59","450075.59","471973.5","501872.31","473439.09","418309.97","422783.25","436297.31","423895.69","negative","No Fragments","",""
"3724","136.9621","950.99","413968.16","410173.53","402746.5","402615.81","396798.09","415957.66","396979.66","430902.63","433362.16","384549.5","324352.13","494116.53","412158.88","394932.47","418645.28","490829.66","440744.47","399968.63","432513.94","409289.47","447070.22","negative","No Fragments","",""
"3725","187.9005","950.5","196951.08","256545.28","326810.84","231358.05","246343.27","267975.81","283071.97","340754.56","243245.75","285596.69","212440.02","304289.78","304960.94","335563.81","294100.78","350578.91","326971.19","260310.39","359076.13","361684.91","267383.44","negative","No Fragments","",""
"3726","534.8051","949.5","166847.72","154575.61","177859.72","169616.14","162911.39","184669.72","148480.95","165824.5","142950.19","150720.38","132909.17","199575.27","165021.7","151432.53","153945.91","157512.56","163514.3","188693.59","185441.47","139719.72","156795.55","negative","No Fragments","",""
"3727","293.9283","949.38","136553.05","141548.75","193495.05","119630.84","116358.69","124092.35","121153.38","163295.05","134937","123611.03","98266.44","137440.17","124061.29","139076.16","83511.73","125433.52","151468.94","167100.67","160775.95","137448.42","98575.09","negative","No Fragments","",""
"3728","432.8566","952.73","153441.8","145420.16","146550.55","159903.48","166010.64","135631.05","164477.53","140397.06","157284.53","142411.5","125915.52","117194.66","112774.56","131645.39","106485.07","125673.95","122030.88","152078.39","110572.52","109428.71","75746.87","negative","No Fragments","",""
"3729","454.8388","947.23","91050.43","91477.19","94722.66","110329.42","114067.52","101463.26","105396.27","98929.72","96893.74","110020.2","74793.02","74159.44","63910.7","68712.11","78557.45","76637.98","74805.52","69596.26","71212.26","82179.55","82262.31","negative","No Fragments","",""
"3730","272.9239","954.11","73497.7","72324.05","91045.19","86288.13","85451.93","75223.24","111350.36","77794.47","65404.51","75029.62","70570.34","62480.79","64758.66","77397.81","85134.48","94216.51","82755.51","73137.15","71854.41","68805.4","87883.55","negative","No Fragments","",""
"3731","423.1615","947.19","45643.86","45801.02","41317.22","64678.07","48903.23","41658.16","49211.6","45237.65","42333.25","49273.8","53280.68","58435.38","55002.75","76807.55","55520.25","60729.46","52093.9","49265.43","53670.28","61841.56","40991.45","negative","No Fragments","Chitobiose,N,N'-diacetylchitobiose","C01674,HMDB62702"
"3732","276.8954","955.43","60586.15","63629.92","65027.13","65463.14","58726.4","75463.34","67082.98","56105.06","60272.53","68641.93","44592.36","55548.35","56595.52","45783.92","52628.99","55048.17","53907.74","49022.6","58650.89","59948.48","40780","negative","No Fragments","",""
"3733","238.8981","970.83","41077.77","57702.99","45396.24","49368.56","48252.23","29242.88","48407.16","50938.72","50641.81","41479.01","36737.35","39473.16","45898.73","61387.58","47848.26","47390.4","41790.02","41865.89","43148.71","43667.8","44032.33","negative","No Fragments","",""
"3734","139.0071","955.77","36084","60542.98","52687.84","45456.22","52257.71","51491.63","49537.95","43377.73","48360.67","48219.29","31226","42402.89","37046.14","37258.58","39783.43","42482.45","36116.84","38527.48","41105.11","46831.16","20923.99","negative","No Fragments","",""
"3735","218.911","977.3","22917.04","30084.48","26332.52","23574.87","26891.62","38092.37","24115.27","28111.8","24840.07","27270.85","22560.17","26020.28","21648.93","25990.48","28038.84","28980.07","32024.92","24817.98","25841.7","19581.3","18466.66","negative","No Fragments","",""
"3736","112.9373","1255.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","48383.73","53886.83","64741.91","74389.33","51062.33","56754.94","54612.53","68920.77","50663.95","55038.93","493611.09","negative","No Fragments","Hydroxidodioxidosulfidosulfate,Thiosulfuric acid","C05529,HMDB60293"
"3737","222.9151","2099","479779.13","436274.88","434971.06","444770.75","344960.72","493457.28","436904.91","424669.44","402681.59","438924.16","307719.88","187759.02","187689.23","169547.91","193584.58","196625.44","180808.5","191558.92","189291.38","329808.72","198939.38","negative","No Fragments","",""
"3738","257.2399","259.89","205330.03","356157.53","336177.28","363903.84","169094.2","231566.77","453198.47","492824.13","383191","368642.47","170747.33","189511.02","285009.03","176492.69","70963.52","163899.83","243626.17","247194.97","130718.05","273400.88","332702.13","negative","No Fragments","",""
"3739","213.0771","433.04","396275.66","349647.78","346743.56","405958.13","388694.38","452424.59","429137.81","376121.59","327371.88","312338.56","382068.72","347901.59","349714.56","350859.94","285187.47","240970.38","306405.72","393902.88","349716.53","327978.31","492819.53","negative","No Fragments","",""
"3740","136.9621","962.4","413968.16","383936.16","389359.88","402615.81","385719.66","415957.66","396979.66","383481.25","433362.16","381558.88","296183.97","439570.63","412158.88","362459.19","341797.28","490829.66","440744.47","325805.13","432513.94","371674.66","447070.22","negative","No Fragments","",""
"3741","214.8329","986.61","392510.34","385768.63","489148.78","399521.38","397742.25","427811.72","385058.03","451735.31","412375.06","443462.25","247453.17","263589.31","315845.47","262858.34","256711.58","342283.69","289784.22","279264.19","297569.94","294545.31","276004.38","negative","No Fragments","",""
"3742","103.999","948.44","449277.28","419051.22","485026","423912.31","436628.06","466986.81","456742.69","450616.25","432756.72","446449.5","277831.03","268792.31","290557.97","279292.69","261311.39","272042.63","272042.47","278712.41","291961.47","249747.66","273377.84","negative","No Fragments","",""
"3743","336.8877","943.02","416426.66","401756.13","409499.06","380877.16","442612.19","433180.69","447791.88","453250.72","412626.75","416838.53","216422.45","240035.58","251658.91","245504.64","266027.13","252232.73","230336.53","233452.61","251119.92","232097.45","221828.5","negative","No Fragments","",""
"3744","456.8469","952.59","171950.7","219532.63","174331.09","205987.63","179519.58","177721.38","204757.81","174834.34","178295.34","188934.11","86604.23","99501.85","102282.48","101081.08","94732.59","115201.38","112479.93","103030.04","99221.91","82251.88","126289.08","negative","No Fragments","",""
"3745","456.8469","952.59","171950.7","219532.63","174331.09","205987.63","179519.58","177721.38","204757.81","174834.34","178295.34","188934.11","86604.23","99501.85","102282.48","101081.08","94732.59","115201.38","112479.93","103030.04","99221.91","82251.88","126289.08","negative","No Fragments","",""
"3746","358.8695","952.01","170983.16","177773.69","185830.95","178546.84","172876.88","199712.95","184934.36","183181.83","157663.53","187580.61","102531.15","98930.04","115274.61","81836.2","98756.53","95067.58","97838.61","98773.54","103288.81","84443.71","86045.27","negative","No Fragments","",""
"3747","478.829","953.84","82698","111337.17","99276.96","107354.07","100225.76","119009.91","103705.48","119175.72","109296.93","124175.35","47296.5","54313.97","64168.84","63562.4","72389.77","68855.56","69056.77","68322.95","67275.82","45178.23","58256.67","negative","No Fragments","",""
"3748","103.999","934.52","449277.28","419051.22","485026","419159.25","436628.06","458179.13","436511.19","450616.25","432756.72","446449.5","272716.59","260021.09","290557.97","279292.69","261311.39","271477.13","262832.91","227160.53","291961.47","249747.66","273377.84","negative","No Fragments","",""
"3749","352.8524","936.66","85403.74","62455.95","103982.99","66185.8","49979.7","79877.23","73214.8","64043.38","49975.05","57437.77","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","negative","No Fragments","",""
"3750","207.8302","2743.86","470717.56","261399.2","291993.31","332025.16","295304.97","483198.16","339910.25","289226.25","297582.88","281550.97","333992.44","396559.25","418240","342832.88","378480.03","410338.28","389586.25","389362.53","395786.81","337919.41","378976.44","negative","No Fragments","",""
"3751","294.7653","2742.18","375409.53","194184.19","239371.47","230513.28","203605.16","392108.19","255060.34","225207.23","197504.56","184049.22","235013.94","269736.47","300625.13","259140.63","269294.66","293836.75","266299.72","280623.63","269332.97","238022.22","248305.75","negative","No Fragments","",""
"3752","171.0664","266.59","311010.22","220924.92","302722.22","233783.33","313750.75","237559.31","262207","216459.09","347001.63","191951.39","177429.53","254568.5","255979.38","229769.06","199319.02","181430.28","229336.75","229449.94","257572.67","250796.64","480485.97","negative","No Fragments","2-Octenedioic acid,2-octenedioic acid,3-Isopropenylpentanedioic acid,4,7-dioxo-octanoic acid,Diethyl fumarate,Ethyl 2,4-dioxohexanoate,cis-4-Octenedioic acid,cis-4-octenedioic acid,trans-3-Octenedioic acid","HMDB00341,HMDB04982,HMDB13312,HMDB32352,HMDB34851,HMDB38601,LMFA01060156,LMFA01170078,LMFA01170085"
"3753","166.018","508.2","195387.63","142214.91","126810.39","107316.59","260890.61","115249.47","164917.95","152481.61","178263.33","136168.89","181933.17","474647.16","242149.97","272460.38","228615.17","206374.19","233946.75","289363.47","232248.83","270822.41","310842.69","negative","No Fragments","Homocysteinesulfinic acid","HMDB06462"
"3754","218.1035","507.63","230351.5","129285.55","111732.26","80497.23","246912.98","97922.56","140498","127059.04","140490.89","118796.59","85956.77","384048.88","113414","146216.64","135765.98","72877.33","140444.36","166952.55","75100.16","115424.34","246187.92","negative","No Fragments","(R)-pantothenic Acid,Pantothenate,Pantothenic acid","C00864,HMDB00210,HMDB62717,Std2_1_20170612_135749_8"
"3755","171.0665","432.59","310889.41","416393.97","327324.59","376357.66","349058.53","436441.47","410551.09","429893.97","447134.28","474347.5","440415.06","415192.06","443946.22","384081.44","390250.84","448069.84","371023.72","388217.28","417286.47","410791.56","473016.19","negative","No Fragments","2-Octenedioic acid,2-octenedioic acid,3-Isopropenylpentanedioic acid,4,7-dioxo-octanoic acid,Diethyl fumarate,Ethyl 2,4-dioxohexanoate,cis-4-Octenedioic acid,cis-4-octenedioic acid,trans-3-Octenedioic acid","HMDB00341,HMDB04982,HMDB13312,HMDB32352,HMDB34851,HMDB38601,LMFA01060156,LMFA01170078,LMFA01170085"
"3756","260.1293","432.57","109389.42","156376.55","106398.52","127366.17","171046.66","131713.28","95461.97","117193.82","81809.34","249224.31","156202.34","173489.3","137728.59","117827.36","135782.27","171483.28","173559","119213.92","138223.81","164711.61","123563.31","negative","No Fragments","Cochlearine,Zinnimidine,cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3-carboxylic acid","C10626,C10853,C15462"
"3757","254.1035","431.51","83931.79","130853.38","87960.99","96590.79","91562.23","94970.34","124241.19","99218.52","115879.16","130175.39","100073.16","90604.23","100610.58","133581.86","117317.88","88067.19","82844.33","174023.77","113765.53","84564.8","109931.41","negative","No Fragments","N-D-Glucosylarylamine","C03142"
"3758","144.9755","502.41","430641.69","422430.63","462312.25","417131","471725.66","471124.63","405596.66","432177.84","461466.44","445201.16","273820.94","301313.91","307060.47","286226.25","302942.63","309033.44","319987.69","280365.63","295378.47","254689.64","193385.14","negative","No Fragments","",""
"3759","209.828","500.79","113414.73","121745.36","122745.39","114873.88","117211.07","105365.43","155952.02","125002.72","129389.79","130260.39","57410.66","58698.38","80656.88","67549.12","59320.84","96766.66","72576.54","69967.63","76748.73","65705.86","68078.3","negative","No Fragments","",""
"3760","127.0765","265.96","416818.44","236482.22","356344.28","313814.41","375804.84","406886.44","424419.97","336401.66","441352.03","471509.78","394924.44","384335.22","437486.44","317179.13","311891.53","427374.44","278266.25","418144.34","402289.63","457920.53","405741.94","negative","No Fragments","1,3-Diacetylpropane,1-Methoxy-3-methylene-2-pentanone,1-Oxa-2-oxo-3-methylcycloheptane,2,2-dimethyl-4-pentenoic acid,2,3-Heptanedione,2,4-Dimethyl-2-pentenoic acid,2-Heptenoic acid,2-Hexenyl formate,2-butyl acrylic acid,2-isopropyl trans-crotonic acid,2-methyl-2E-hexenoic acid,2-methyl-2Z-hexenoic acid,3,4-Heptanedione,3-Isopropyl-3-butenoic acid,3-Methyl-2E-hexenoic acid,3-Methyl-2Z-hexenoic acid,3-Methyl-3-butenyl acetate,3-isopropyl-3-butenoic acid,4,4-dimethyl-2E-pentenoic acid,4,4-dimethyl-2Z-pentenoic acid,4-Heptenoic acid,4-Methyl-5-hexanolide,4-Pentenyl acetate,4-heptanolide,4Z-heptenoic acid,5-Methyl-2,3-hexanedione,5-methyl-5-hexenoic acid,Allyl butyrate,Butyl acrylate,Cyclohexane-1-carboxylate,Cyclohexanecarboxylic acid,Cyclohexyl formate,Dihydro-5-propyl-2(3H)-furanone,Ethyl 4-pentenoate,Ethyl tiglate,Heptan-2,5-dione,Isopentenyl acetate,Methyl (Z)-3-hexenoate,Methyl 2E-hexenoate,Pimelic dialdehyde,alpha-EMGBL,alpha-heptenoic acid,beta-EMGBL,beta-heptenoic acid,cis-2-Methyl-5-hexanolide,cis-3-Hexenyl formate,delta-heptenoic acid,epsilon-heptenoic acid,gamma-heptenoic acid","C08487,C09822,C10921,C10976,C11950,C13714,C13717,HMDB29165,HMDB29314,HMDB30330,HMDB31174,HMDB31342,HMDB31351,HMDB31476,HMDB31477,HMDB31484,HMDB31500,HMDB31504,HMDB31593,HMDB31603,HMDB31681,HMDB32391,HMDB32460,HMDB33793,HMDB38271,HMDB38962,HMDB39819,HMDB40214,HMDB40591,LMFA01020100,LMFA01020101,LMFA01020117,LMFA01020118,LMFA01020119,LMFA01020120,LMFA01020121,LMFA01020122,LMFA01020123,LMFA01030012,LMFA01030013,LMFA01030014,LMFA01030015,LMFA01030016,LMFA01030452,LMFA01030793,LMFA01030794,LMFA06000026,LMFA07040011,LMFA07040012,LMFA12000013,LMFA12000245"
"3761","143.9157","1412.41","466304.19","431336.84","386879.13","386356.88","444245.53","461735.41","383500.94","393675.22","454361.53","410234.28","435910.94","342435.38","380900.72","368205.16","343150.38","324800.63","337757.41","361792.63","341345.13","376547.13","463007.91","negative","Annotate in FrAnK","",""
"3762","244.9058","1879","361976.94","330854.63","373100.63","373062.09","349838.19","361250.34","374404.16","373421.19","348520.69","350855.31","263540.88","390382.22","464973.19","376485.13","328651.81","394674.97","435086.53","464970.81","385551.41","415579.97","420258.25","negative","No Fragments","",""
"3763","310.8779","1878.05","280092.38","275543.59","301421.28","255078.91","278157.41","258946.48","245246.56","273472.81","255030.98","274413.19","189291.72","231296.63","256447.3","202021.44","230623.19","233546.83","261080.63","263140.59","222032.89","247996.84","240147.67","negative","No Fragments","",""
"3764","326.8518","1885.46","189464.3","183222.27","184925.36","193765.45","207745.78","191591.52","185866.73","194565.33","185061.66","186331.86","134421.31","169599.34","162888.34","140711.7","163321.44","152810.45","173281.11","161484.48","139794.58","157790.09","152127.73","negative","No Fragments","",""
"3765","432.816","1881.38","203020.05","188569.17","189948.38","185575.17","190146.95","194901.09","175837.03","205430.11","197691.45","195925.92","129516.61","156434.97","170454.69","131619.84","160175.5","151900.19","152035.06","144448.34","146384.16","143567.41","146313.23","negative","No Fragments","",""
"3766","366.8442","1882.27","127967.74","130810.05","128416.12","126558.77","127270.15","128438.34","122165.55","130958.79","138758.5","128261.14","90194.77","120436.96","105101.69","96021.18","103093.09","110426.84","111503.27","107558.95","116362.79","96570.53","106024.59","negative","No Fragments","",""
"3767","363.8601","1876.3","97291.13","100920.72","121902.63","98232.28","113061.38","117288.63","119138.98","111609.68","102380.8","102280.15","60377.42","68881.7","79965.45","73148.77","85144.72","79512.78","95223.28","94150.44","92433.95","79069.92","73365.24","negative","No Fragments","",""
"3768","522.8063","1874.41","105542.63","99673.27","101533.13","104954.92","113578.6","109262.98","114569.43","118009.56","101224.63","109896.85","63268","79583.13","73603.07","73559.54","79630.56","78271.2","71579.44","80049.22","80396.82","72175.23","89972.23","negative","No Fragments","",""
"3769","456.8347","1875.29","107106.96","106164.35","105967.76","104916.35","107282.54","105771.59","100013.26","101312.16","114545.35","98906.88","85834.49","88031.99","81005.58","97595.32","85347.58","90497.19","92187.69","81770.09","98950.55","87343.85","83985.02","negative","No Fragments","",""
"3770","424.8292","1878.41","87230.9","82841.91","86632.89","83693.9","99174.13","97852.77","76600.96","92767.7","97888.01","94062.15","55369.04","73352.83","96772.59","59289.02","82234.35","76724.53","85233.98","77298.83","100327.16","67925.36","79349.94","negative","No Fragments","",""
"3771","644.7453","1877.06","58731.14","63989.98","87581.46","62008.05","62040.42","70421.94","54503.34","70559.94","62564.3","64195.76","48667.52","65406.61","62562.36","65061.68","66423.54","72981.19","70019.74","57978.42","60524.21","61840.85","57369.71","negative","No Fragments","",""
"3772","538.7804","1879.16","75202.27","77412.97","69200.17","67064.36","74120.28","75366.97","59976.88","76049.32","63755.6","62700","43651.46","55715.3","53481.71","48336.06","58440.87","59911.79","53894.19","57731.36","62103.8","51570.54","57109.09","negative","No Fragments","",""
"3773","383.8562","1876.42","54905.57","54227.04","70872.32","67672.39","61698.61","57628.36","57090.95","72053.13","55465.07","57646.36","39012.58","55782.77","70817.58","39577.24","51342.36","61324.33","55442.88","50271.34","54909.45","47095.96","51946.36","negative","No Fragments","",""
"3774","554.7546","1883.83","57675.96","55845.14","54639.33","58219.59","63970.92","50710.73","55762.05","50297.09","64171.05","59090.21","37323.35","41992.88","51407.79","45071.89","55546.29","43490.69","58108.71","69022.38","34061.06","47319.54","47326.96","negative","No Fragments","",""
